id,summary
tifu-test-05461,"i tried to get a pizza and got my head, but i was stuck up it."
tifu-test-05462,"i tried to get a new car, got fired up my boss and ended out of the phone."
tifu-test-05463,"i tried to get a girl, ended up out of my friend."
tifu-test-05464,"i was a new job of my boss, i didn't be the first time."
tifu-test-05465,"tried to get a girl, got caught up with my foot."
tifu-test-05466,"tried to get a girl, ended up my friend was the door."
tifu-test-05467,"i tried to eat a cat, i was stuck up my house."
tifu-test-05468,"i was a cat of my dog, i didn't be the house."
tifu-test-05469,"i tried to get a big house, and got caught it was the fire."
tifu-test-05470,"tried to get a beach, ended up my foot and got caught the door."
tifu-test-05471,"i tried to get a kid, got caught the door and ended up my house."
tifu-test-05472,"i tried to get a job, got caught my boss and ended up the doctor."
tifu-test-05473,"i got a new job and i was stuck to get the door,  "
tifu-test-05474,"i went to get a girl, got caught up with my face."
tifu-test-05475,"tried to be a test, ended up the exam."
tifu-test-05476,"i tried to get a kid, got caught my mom's house."
tifu-test-05477,"tried to get a girl, got caught up with my girlfriend."
tifu-test-05478,"i tried to get a girl with my girlfriend, she was married up her boyfriend."
tifu-test-05479,"i tried to get a hospital, got caught up my house."
tifu-test-05480,"tried to get a girl, got drunk with my friend."
tifu-test-05481,"i tried to get a guy, got caught my face and i was going out of the foot."
tifu-test-05482,"i tried to fix my laptop, now i didn't be a computer."
tifu-test-05483,"i tried to fix my computer, ended up a new laptop."
tifu-test-05484,"i tried to make a new laptop, got stuck up the floor of my house."
tifu-test-05485,"i tried to get a girl with my girlfriend, she was going out of her friend."
tifu-test-05486,"i tried to get a girl, ended up my friend and i was going out of the first time."
tifu-test-05487,"i tried to make my mom's house,"
tifu-test-05488,i went to get a party of my car and got caught it was the house.
tifu-test-05489,"i tried to get a kid, ended up my nose."
tifu-test-05490,"i tried to get a girl, ended up my girlfriend."
tifu-test-05491,"i thought i was a guy's brother friend and he had my dad,"
tifu-test-05492,"i tried to get a guy, but i didn't know it was going out."
tifu-test-05493,"i tried to get a room, got caught the bathroom and ended up my house."
tifu-test-05494,"i was a guy in my friend's boss, and i'm not have be going to make me."
tifu-test-05495,"i tried to get a shit, ended up my house."
tifu-test-05496,i was a lot of my house.
tifu-test-05497,"tried to get a snow, got caught up my foot."
tifu-test-05498,"i tried to get a guy, got caught out of my car."
tifu-test-05499,"i tried to get a guy, ended up the bus and got stuck out of front."
tifu-test-05500,"i tried to get a few day, ended up my nose and got caught out of the hospital."
tifu-test-05501,i told a job of my boss.
tifu-test-05502,i tried to fix a new computer and now i didn't use it.
tifu-test-05503,"i tried to get a girl, got my girlfriend and i was fucked up the phone."
tifu-test-05504,"i got drunk,"
tifu-test-05505,"i tried to get a girl, got my phone and now i'm going out of the new boss."
tifu-test-05506,"i tried to get a girl, got my head and ended up out of the face."
tifu-test-05507,"i tried to make a chicken of the microwave, ended up my own house."
tifu-test-05508,"i tried to get a shower and got caught my house, ended up the bathroom."
tifu-test-05509,"i tried to make a pizza, but i ate up the freezer."
tifu-test-05510,"i tried to get a girl, got caught my girlfriend and now i was going out of her mom."
tifu-test-05511,i was a guy in my friend's room and now i had been seen the whole house.
tifu-test-05512,"tried to get a girl, ended up my girlfriend."
tifu-test-05513,i was a game of my friend and i'm been to be the first time.
tifu-test-05514,"i tried to get a girl, got drunk in the toilet."
tifu-test-05515,"i tried to get a girl, i was scared up my mom's dad."
tifu-test-05516,"tried to get a shower, ended up the bathroom and got caught my foot."
tifu-test-05517,"i was a guy in the door, got caught my house."
tifu-test-05518,"i tried to get a shower and got my nose,"
tifu-test-05519,"i tried to get a toilet, ended up my bathroom and got stuck the floor."
tifu-test-05520,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-05521,"i tried to get a car, got stuck up my car."
tifu-test-05522,"i tried to get a pizza, got drunk and ended up my friend."
tifu-test-05523,"i tried to get a girl, ended up my face."
tifu-test-05524,"i was a new job of my boss, and got stuck up the room."
tifu-test-05525,"i tried to make the bathroom,"
tifu-test-05526,"i tried to get a new car, got stuck up the store."
tifu-test-05527,"i got a lot of my car, ended up in the road."
tifu-test-05528,"i went to get a lot of my house, ended up the bathroom."
tifu-test-05529,"i thought i'm a girl, she was going to get my girlfriend."
tifu-test-05530,"i tried to get a doctor, got caught my nose and ended up the hospital."
tifu-test-05531,"tried to get a girl, got caught out of the police."
tifu-test-05532,i was a guy in my friend and got caught to get the school.
tifu-test-05533,"i went to get a school, got drunk and ended up my friend."
tifu-test-05534,"i tried to get a girl, got caught my friend."
tifu-test-05535,i was a girl in my friend and i didn't get the same day.
tifu-test-05536,i tried to get a picture of my friend's family and now i didn't know it was going out.
tifu-test-05537,"i went to get a shower, got stuck up my pants."
tifu-test-05538,"i tried to get a train, got caught the road in my friend."
tifu-test-05539,"i tried to use my hair and got a shower, ended up the face."
tifu-test-05540,"i tried to get a new car, got stuck up the road."
tifu-test-05541,"i tried to get a kid, ended up my house."
tifu-test-05542,"i tried to get a guy, got stuck up my boss."
tifu-test-05543,"i tried to get a girl, got caught my friend's school."
tifu-test-05544,"i was going to get a new job, got stuck up my boss."
tifu-test-05545,"i went to get my house, got a party in the bathroom."
tifu-test-05546,"i tried to get a new car, ended up the door."
tifu-test-05547,"i tried to get a guy, got caught the train."
tifu-test-05548,"i tried to get a bus, got caught up in the airport."
tifu-test-05549,i tried to make a chicken of my face.
tifu-test-05550,"i tried to get a guy, i'm my face."
tifu-test-05551,"i tried to get a girl, ended up my girlfriend."
tifu-test-05552,i was a wrong of my friend and i didn't know it.
tifu-test-05553,i was going to get a girl.
tifu-test-05554,i was a guy in my friend and got caught the road.
tifu-test-05555,"i tried to get a school, got caught my teacher and ended up the first time of me."
tifu-test-05556,"i tried to get a new car, got caught my head of the road."
tifu-test-05557,"i was going to get a girl, i'm married up my girlfriend."
tifu-test-05558,"i tried to get a bus, got caught up in the train."
tifu-test-05559,"i tried to get a pizza, ended up the first day."
tifu-test-05560,"tried to take a shower, got caught up with my house."
tifu-test-05561,"i tried to get a store of my house, ended up the floor."
tifu-test-05562,"i tried to show my friend's school, i was a porn."
tifu-test-05563,"i tried to get a new job, got stuck up the same day."
tifu-test-05564,"tried to make a glass, got stuck up my hand."
tifu-test-05565,"i was going to get a new birthday, i'm supposed out of my phone."
tifu-test-05566,"i tried to make my house and got a fire,"
tifu-test-05567,"i got drunk in my friend and ended up a party,"
tifu-test-05568,"tried to get a guy, got caught up with my friend."
tifu-test-05569,"i was a new job of my boss,"
tifu-test-05570,"i tried to get a girl, i was going out of my friend."
tifu-test-05571,i was a cat in my house and got caught up the room.
tifu-test-05572,"i tried to get a girl, got drunk in the middle of my friend."
tifu-test-05573,"i tried to get a new friend, i was supposed it's friends."
tifu-test-05574,"i was a girl, i'm going to get my mother's family."
tifu-test-05575,"i was a girl, i didn't know it's school."
tifu-test-05576,"i ate a lot of my house,"
tifu-test-05577,i was a guy of my friend and got to get the wrong.
tifu-test-05578,"i tried to get a game, got stuck up my dad's hand."
tifu-test-05579,"i told a joke of my friend's boss, i was supposed to tell it."
tifu-test-05580,"tried to get a girl, got caught my friend's house."
tifu-test-05581,"i tried to get a prank, ended up my friend's house."
tifu-test-05582,"i tried to pay a job, got my car and i didn't know it was not have the same money."
tifu-test-05583,"i tried to get a new room, ended up my house."
tifu-test-05584,"i tried to get a dog, got caught my house."
tifu-test-05585,i tried to get a bottle of my house.
tifu-test-05586,"i tried to get a picture of my laptop, ended up the computer."
tifu-test-05587,"i tried to get a joke, got my friend was an school."
tifu-test-05588,"i tried to get a big kid, got caught my head of the first day."
tifu-test-05589,"i tried to get a new car, got stuck up the road."
tifu-test-05590,"i tried to get a big job, got caught my head of the first time."
tifu-test-05591,"i was going to get a bus, got caught the car."
tifu-test-05592,"tried to get a guy, got caught out of the door."
tifu-test-05593,"i tried to get a car, got stuck up my foot."
tifu-test-05594,"i tried to get a middle of my foot and ended up the floor,"
tifu-test-05595,"i tried to get a new apartment, but i was stuck up the first time."
tifu-test-05596,"i was a wrong of my boss, i didn't go to get the first day."
tifu-test-05597,"i tried to get a girl, but i didn't know it was going out of my mother."
tifu-test-05598,"went to get a girl, got drunk in the bathroom and ended up my house."
tifu-test-05599,"i tried to get a few day, got stuck up my house and i was going out of the first time."
tifu-test-05600,"i tried to get a girl, got caught up with my mom's family."
tifu-test-05601,i was a kid in my friend's house.
tifu-test-05602,"i didn't be a hospital, i had have get the doctor."
tifu-test-05603,"i tried to get a chicken of my nose, got caught the fire."
tifu-test-05604,"i was a girl, i didn't know it."
tifu-test-05605,"i was a joke of my dad's brother, i didn't know it."
tifu-test-05606,"i tried to get a car, got stuck up the road."
tifu-test-05607,"i tried to get a girl, but i didn't know it."
tifu-test-05608,"i tried to get a shower, got my face of the hair."
tifu-test-05609,"tried to make a freezer, ended up my house."
tifu-test-05610,"i got a lot of my foot, ended up in the school."
tifu-test-05611,"i was a lot of my house, got stuck up in the bathroom."
tifu-test-05612,"tried to get a dog and got my house,"
tifu-test-05613,"i was a guy, i didn't get my boss."
tifu-test-05614,"i tried to get a doctor, i didn't go out of my hand."
tifu-test-05615,"tried to get a guy, got caught up with the police."
tifu-test-05616,i was a lot of my friend and now i'm not have be going to make me.
tifu-test-05617,"i tried to get a fire and got caught my house, ended up the floor."
tifu-test-05618,i tried to be a wrong of my phone.
tifu-test-05619,i told my friend was a girl.
tifu-test-05620,"i tried to get a guy with my friend, i'm married up out of me."
tifu-test-05621,"i tried to get a girl, got caught my face of the fire."
tifu-test-05622,"tried to get a girl, got drunk with my girlfriend."
tifu-test-05623,"tried to get a shower, got stuck up in the bathroom."
tifu-test-05624,"tried to get a girl, got caught up my foot and ended out of the school."
